,location,BHK,total_sqft,bath,price
7191,Vidyaranyapura,3,1200.0,2.0,65.0
7192,Vidyaranyapura,2,1200.0,2.0,52.0
7193,Vidyaranyapura,2,1050.0,2.0,50.0
7194,Vidyaranyapura,2,1188.0,2.0,50.0
7195,Vidyaranyapura,3,1100.0,2.0,75.0
7196,Vidyaranyapura,3,1100.0,2.0,72.0
7197,Vidyaranyapura,4,2400.0,5.0,135.0
7198,Vidyaranyapura,2,1100.0,2.0,41.0
7199,Vidyaranyapura,2,1200.0,2.0,60.5
7200,Vidyaranyapura,2,1200.0,2.0,42.0
7201,Vijayanagar,3,1704.0,3.0,110.0
7202,Vijayanagar,3,1933.0,3.0,129.0
7204,Vijayanagar,3,1450.0,3.0,100.0
7205,Vijayanagar,3,1580.0,2.0,134.0
7206,Vijayanagar,3,1826.0,3.0,121.0
7207,Vijayanagar,3,1739.0,3.0,116.0
7208,Vijayanagar,3,1490.0,3.0,100.0
7209,Vijayanagar,2,1180.0,2.0,65.0
7210,Vijayanagar,1,606.0,1.0,34.78
7211,Vijayanagar,2,1352.0,2.0,68.0
7212,Vijayanagar,3,1527.0,3.0,115.0
7213,Vijayanagar,2,989.0,2.0,60.0
7214,Vijayanagar,3,1520.0,2.0,103.0
7215,Vijayanagar,3,1749.0,3.0,117.0
7216,Vijayanagar,2,1046.0,2.0,75.0
7217,Vijayanagar,1,606.0,1.0,40.0
7218,Vijayanagar,2,1200.0,2.0,62.0
7221,Vijayanagar,3,1760.0,3.0,140.0
7222,Vijayanagar,3,2047.0,3.0,136.0
7223,Vijayanagar,3,1200.0,2.0,75.0
7224,Vijayanagar,2,1178.0,2.0,82.0
7225,Vijayanagar,2,864.0,2.0,45.0
7226,Vijayanagar,4,2100.0,6.0,252.0
7227,Vijayanagar,2,920.0,2.0,60.0
7228,Vijayanagar,2,1019.0,2.0,58.0
7229,Vijayanagar,5,2400.0,6.0,125.0
7230,Vijayanagar,2,1180.0,2.0,86.0
7231,Vijayanagar,2,1046.0,2.0,49.06
7232,Vijayanagar,1,2400.0,2.0,230.0
7233,Vijayanagar,1,492.0,1.0,40.0
7235,Vishveshwarya Layout,1,750.0,1.0,30.0
7236,Vishveshwarya Layout,4,2000.0,4.0,75.0
7237,Vishveshwarya Layout,6,2100.0,6.0,92.0
7238,Vishveshwarya Layout,4,2000.0,3.0,90.0
7239,Vishwapriya Layout,2,820.0,2.0,30.0
7240,Vishwapriya Layout,2,770.0,2.0,30.0
7241,Vishwapriya Layout,2,910.0,2.0,36.0
7242,Vishwapriya Layout,2,890.0,2.0,37.0
7243,Vittasandra,2,1404.0,2.0,71.0
7244,Vittasandra,2,1246.0,2.0,67.0
7245,Vittasandra,2,1404.0,2.0,69.3
7246,Vittasandra,2,1246.0,2.0,67.3
7247,Vittasandra,2,1246.0,2.0,64.5
7248,Vittasandra,2,1246.0,2.0,64.5
7249,Vittasandra,2,1246.0,2.0,68.0
7251,Vittasandra,2,1238.0,2.0,67.0
7252,Vittasandra,2,1404.0,2.0,75.0
7253,Vittasandra,2,1246.0,2.0,65.0
7254,Vittasandra,2,1238.0,2.0,67.0
7255,Vittasandra,2,1246.0,2.0,67.4
7256,Vittasandra,2,1259.0,2.0,67.4
7257,Vittasandra,2,1404.0,2.0,68.8
7258,Vittasandra,2,1246.0,2.0,62.3
7259,Vittasandra,2,1246.0,2.0,63.0
7260,Vittasandra,2,1246.0,2.0,67.4
7261,Vittasandra,2,1246.0,2.0,65.4
7263,Vittasandra,2,1238.0,2.0,67.32
7264,Vittasandra,2,1246.0,2.0,67.4
7266,Vittasandra,2,1246.0,2.0,67.3
7267,Vittasandra,2,1404.0,2.0,70.0
7268,Vittasandra,2,1259.0,2.0,67.48
7269,Vittasandra,2,1404.0,2.0,75.0
7271,Vittasandra,2,1246.0,2.0,67.0
7274,Vittasandra,2,1404.0,2.0,72.0
7275,Vittasandra,2,1246.0,2.0,67.5
7276,Vittasandra,2,1246.0,2.0,67.5
7277,Vittasandra,2,1404.0,2.0,70.0
7278,Vittasandra,2,1246.0,2.0,65.0
7279,Vittasandra,2,1246.0,2.0,67.4
7283,Whitefield,3,1610.0,3.0,81.0
7284,Whitefield,2,1459.0,2.0,94.82
7289,Whitefield,2,1280.0,2.0,75.0
7291,Whitefield,3,1910.0,3.0,161.0
7292,Whitefield,4,3252.0,4.0,230.0
7293,Whitefield,4,11890.0,4.0,700.0
7296,Whitefield,2,1150.0,2.0,70.0
7297,Whitefield,3,1768.0,3.0,101.0
7299,Whitefield,4,4144.0,4.0,315.0
7300,Whitefield,4,4104.0,4.0,360.0
7301,Whitefield,3,1790.0,3.0,100.0
7302,Whitefield,3,1720.0,3.0,100.0
7304,Whitefield,3,1640.0,4.0,91.0
7307,Whitefield,3,2280.0,4.0,126.0
7311,Whitefield,3,1897.0,3.0,130.0
7312,Whitefield,3,2225.0,2.0,125.0
7313,Whitefield,4,4348.5,2.0,304.0
7316,Whitefield,4,2268.0,3.0,163.0
7319,Whitefield,4,2400.0,4.0,200.0
7321,Whitefield,2,1360.0,2.0,95.0
7323,Whitefield,3,1697.0,3.0,94.79
7324,Whitefield,4,5000.0,4.0,400.0
7325,Whitefield,4,3000.0,5.0,250.0
7326,Whitefield,3,1700.0,3.0,115.0
7329,Whitefield,3,2842.0,3.0,162.0
7333,Whitefield,3,1500.0,3.0,130.0
7334,Whitefield,2,1280.0,2.0,75.0
7336,Whitefield,3,1405.0,2.0,78.0
7337,Whitefield,3,2225.0,3.0,115.0
7338,Whitefield,2,1272.0,2.0,95.05
7341,Whitefield,2,1192.0,2.0,71.0
7345,Whitefield,3,1626.0,3.0,89.0
7346,Whitefield,3,1585.0,3.0,88.0
7347,Whitefield,1,665.0,2.0,28.585
7349,Whitefield,2,1280.0,2.0,85.0
7350,Whitefield,3,1200.0,3.0,68.5
7351,Whitefield,4,4000.0,4.0,330.0
7352,Whitefield,3,1697.0,3.0,108.0
7354,Whitefield,4,3606.0,4.0,312.0
7355,Whitefield,2,1485.0,2.0,90.0
7356,Whitefield,1,950.0,1.0,50.0
7357,Whitefield,4,3584.0,4.0,199.0
7358,Whitefield,1,825.0,1.0,45.0
7361,Whitefield,3,1635.0,2.0,85.0
7362,Whitefield,2,1216.0,2.0,79.0
7368,Whitefield,2,920.0,2.0,63.0
7370,Whitefield,2,1170.0,2.0,71.0
7371,Whitefield,2,1118.0,2.0,75.0
7372,Whitefield,3,1800.0,3.0,110.0
7373,Whitefield,3,1562.0,3.0,103.0
7376,Whitefield,3,2321.0,4.0,128.0
7377,Whitefield,2,1320.0,2.0,95.0
7380,Whitefield,3,3010.0,3.0,200.0
7381,Whitefield,2,1346.0,2.0,96.17
7382,Whitefield,3,3850.0,5.0,316.0
7386,Whitefield,4,2500.0,4.0,155.0
7387,Whitefield,1,905.0,1.0,55.0
7389,Whitefield,4,2268.0,3.0,146.0
7392,Whitefield,1,630.5,1.0,32.79
7393,Whitefield,4,3537.0,5.0,210.0
7395,Whitefield,3,1697.0,3.0,115.0
7399,Whitefield,5,3250.0,5.0,290.0
7403,Whitefield,2,1269.0,2.0,75.0
7404,Whitefield,5,3227.0,5.0,250.0
7405,Whitefield,3,1545.0,3.0,79.0
7408,Whitefield,4,3262.0,4.0,260.0
7410,Whitefield,2,1132.0,2.0,79.28
7413,Whitefield,4,2830.0,5.0,160.0
7415,Whitefield,2,1195.0,2.0,70.0
7416,Whitefield,3,3480.0,4.0,284.0
7419,Whitefield,1,709.0,1.0,34.385
7421,Whitefield,2,1320.0,2.0,79.5
7422,Whitefield,2,750.0,2.0,52.7
7423,Whitefield,3,1200.0,3.0,61.96
7428,Whitefield,3,2094.0,2.0,113.19
7430,Whitefield,4,3445.0,5.0,270.0
7431,Whitefield,3,1700.0,3.0,140.0
7432,Whitefield,4,4827.0,4.0,400.0
7433,Whitefield,2,1405.0,2.0,84.5
7435,Whitefield,4,3252.0,4.0,280.0
7437,Whitefield,2,1150.0,2.0,90.0
7438,Whitefield,4,2400.0,4.0,147.0
7440,Whitefield,1,624.0,1.0,35.0
7443,Whitefield,3,1700.0,3.0,95.0
7444,Whitefield,4,4960.0,4.0,400.0
7445,Whitefield,4,2928.0,4.0,198.0
7447,Whitefield,3,2700.0,5.0,175.0
7448,Whitefield,2,1216.0,2.0,84.0
7449,Whitefield,4,2882.0,5.0,204.0
7450,Whitefield,3,1840.0,3.0,140.0
7451,Whitefield,3,1778.0,3.0,122.0
7453,Whitefield,1,650.0,1.0,25.0
7454,Whitefield,4,2155.0,3.0,125.0
7459,Whitefield,2,1216.0,2.0,75.0
7461,Whitefield,2,1255.0,2.0,77.0
7462,Whitefield,2,1216.0,2.0,73.0
7463,Whitefield,1,709.0,1.0,34.735
7467,Whitefield,3,1745.0,3.0,100.0
7468,Whitefield,4,3200.0,4.0,224.0
7470,Whitefield,1,825.0,1.0,44.9
7474,Whitefield,3,1870.0,3.0,138.0
7477,Whitefield,3,1862.0,3.0,125.0
7478,Whitefield,3,1655.0,3.0,113.0
7479,Whitefield,1,530.0,1.0,29.44
7481,Whitefield,1,905.0,1.0,50.0
7482,Whitefield,3,1600.0,3.0,82.0
7483,Whitefield,4,1230.0,4.0,80.0
7485,Whitefield,1,630.5,1.0,32.15
7486,Whitefield,1,905.0,1.0,52.0
7490,Whitefield,2,1216.0,2.0,83.0
7495,Whitefield,4,4075.0,5.0,226.0
7496,Whitefield,2,1216.0,2.0,75.0
7504,Whitefield,4,2856.0,5.0,158.5
7507,Whitefield,1,750.0,1.0,51.0
7510,Whitefield,2,1173.0,2.0,77.0
7511,Whitefield,3,1200.0,3.0,68.4
7515,Whitefield,4,3425.0,5.0,250.0
7520,Whitefield,3,2173.0,3.0,128.0
7522,Whitefield,1,905.0,1.0,62.0
7523,Whitefield,3,1870.0,3.0,138.0
7524,Whitefield,2,1320.0,2.0,99.26
7525,Whitefield,3,2901.0,4.0,190.0
7526,Whitefield,2,1485.0,2.0,96.51
7527,Whitefield,3,1755.0,3.0,101.0
7529,Whitefield,3,2225.0,3.0,149.0
7530,Whitefield,2,1250.0,2.0,82.0
7532,Whitefield,1,605.0,1.0,40.0
7535,Whitefield,3,2210.0,3.0,156.0
7536,Whitefield,2,1173.0,2.0,78.2
7537,Whitefield,3,1740.0,4.0,130.0
7538,Whitefield,2,1216.0,2.0,75.0
7540,Whitefield,3,1655.0,3.0,120.0
7541,Whitefield,4,4003.0,6.0,300.0
7543,Whitefield,2,1180.0,2.0,70.0
7545,Whitefield,3,2023.0,4.0,130.0
7546,Whitefield,3,2134.0,4.0,118.0
7549,Whitefield,1,905.0,1.0,60.0
7555,Whitefield,3,1452.0,3.0,90.0
7556,Whitefield,4,2850.0,5.0,240.0
7559,Whitefield,4,2830.0,5.0,190.0
7560,Whitefield,2,1295.0,2.0,78.5
7561,Whitefield,1,840.0,1.0,57.6
7562,Whitefield,1,640.0,1.0,19.83
7563,Whitefield,3,1991.0,3.0,104.0
7567,Whitefield,3,1655.0,3.0,97.0
7568,Whitefield,3,1850.0,3.0,150.0
7569,Whitefield,3,1200.0,3.0,67.77
7570,Whitefield,2,1290.0,2.0,90.0
7573,Whitefield,2,1216.0,2.0,75.0
7574,Whitefield,2,1356.0,2.0,94.84
7575,Whitefield,2,1338.0,2.0,103.0
7578,Whitefield,3,3450.0,4.0,208.0
7582,Whitefield,2,1267.0,2.0,90.33
7583,Whitefield,4,2400.0,4.0,143.0
7584,Whitefield,3,1836.0,3.0,125.0
7586,Whitefield,3,3596.0,3.0,200.0
7587,Whitefield,3,1275.0,2.0,65.0
7590,Whitefield,2,1216.0,2.0,82.0
7591,Whitefield,2,1495.0,3.0,88.0
7592,Whitefield,3,1564.0,3.0,103.0
7593,Whitefield,3,1585.0,3.0,84.0
7596,Whitefield,3,1558.0,3.0,90.0
7597,Whitefield,2,1216.0,2.0,75.0
7599,Whitefield,3,1704.0,3.0,120.0
7601,Whitefield,2,1256.0,2.0,73.0
7604,Whitefield,2,1300.0,2.0,78.0
7605,Whitefield,3,1570.0,3.0,88.0
7606,Whitefield,2,1216.0,2.0,84.03
7608,Whitefield,2,1216.0,2.0,72.5
7610,Whitefield,3,2025.0,4.0,115.0
7611,Whitefield,3,1346.0,2.0,100.0
7615,Whitefield,4,2990.0,3.0,198.0
7618,Whitefield,3,1720.0,3.0,98.97
7619,Whitefield,3,1600.0,3.0,95.0
7620,Whitefield,3,1655.0,3.0,108.0
7621,Whitefield,3,1740.0,3.0,95.0
7623,Whitefield,2,1350.0,2.0,88.0
7625,Whitefield,2,1216.0,2.0,80.0
7626,Whitefield,4,2900.0,4.0,225.0
7627,Whitefield,2,1340.0,2.0,101.0
7629,Whitefield,3,1500.0,3.0,78.57
7630,Whitefield,3,1626.0,3.0,85.0
7632,Whitefield,2,1100.0,2.0,65.0
7634,Whitefield,3,1270.0,2.0,65.0
7635,Whitefield,3,3117.0,3.0,261.0
7636,Whitefield,2,1216.0,2.0,73.0
7638,Whitefield,3,3150.0,3.0,290.0
7640,Whitefield,4,2956.0,5.0,234.0
7644,Whitefield,3,2247.0,3.0,145.0
7645,Whitefield,4,3940.0,5.0,265.0
7647,Whitefield,2,1160.0,2.0,67.0
7649,Whitefield,2,1180.0,2.0,77.0
7650,Whitefield,3,2140.0,3.0,139.0
7651,Whitefield,2,1314.0,2.0,84.0
7658,Whitefield,3,1431.0,3.0,85.0
7659,Whitefield,1,524.0,1.0,29.0
7660,Whitefield,4,2830.0,4.0,161.0
7661,Whitefield,4,2135.0,3.0,149.0
7663,Whitefield,4,3075.0,2.0,188.0
7664,Whitefield,3,1760.0,3.0,160.0
7665,Whitefield,3,1655.0,3.0,110.0
7666,Whitefield,1,840.0,1.0,57.0
7667,Whitefield,3,1725.0,3.0,106.0
7670,Whitefield,1,516.0,1.0,39.0
7672,Whitefield,4,6000.0,4.0,410.0
7673,Whitefield,3,1639.0,3.0,107.0
7674,Whitefield,3,1820.0,3.0,113.0
7676,Whitefield,4,3565.0,4.0,218.0
7677,Whitefield,4,3410.0,5.0,253.0
7680,Whitefield,4,4500.0,4.0,330.0
7681,Whitefield,2,1250.0,2.0,85.0
7683,Whitefield,2,1277.0,2.0,77.0
7684,Whitefield,3,1820.0,3.0,140.0
7685,Whitefield,4,3453.0,4.0,247.0
7691,Whitefield,3,2280.0,4.0,125.0
7692,Whitefield,4,2882.0,5.0,200.0
7694,Whitefield,3,1639.5,3.0,92.63
7697,Whitefield,2,1190.0,2.0,70.0
7699,Whitefield,2,1270.0,2.0,94.0
7700,Whitefield,2,1220.0,2.0,89.0
7703,Whitefield,3,3758.0,3.0,300.0
7708,Whitefield,2,1216.0,2.0,72.0
7710,Whitefield,4,5400.0,5.0,475.0
7711,Whitefield,3,1396.0,3.0,74.0
7720,Whitefield,3,1615.0,3.0,96.9
7726,Whitefield,2,1200.0,2.0,70.0
7729,Whitefield,2,1216.0,2.0,75.0
7731,Whitefield,3,2321.0,4.0,157.0
7732,Whitefield,2,1224.0,2.0,75.0
7733,Whitefield,3,1655.0,3.0,113.0
7735,Whitefield,5,4144.0,5.0,331.0
7738,Whitefield,3,1200.0,3.0,67.75
7739,Whitefield,4,2444.0,4.0,145.0
7740,Whitefield,2,1270.0,2.0,110.0
7741,Whitefield,3,1660.0,3.0,110.0
7742,Whitefield,2,1270.0,2.0,105.0
7744,Whitefield,2,1173.0,2.0,78.2
7745,Whitefield,2,1362.0,2.0,85.0
7747,Whitefield,3,1457.0,2.0,105.0
7748,Whitefield,3,1720.0,3.0,128.0
7752,Whitefield,3,1564.0,3.0,103.0
7756,Whitefield,3,1639.0,3.0,107.0
7757,Whitefield,3,1760.0,3.0,139.0
7758,Whitefield,1,613.0,1.0,48.0
7759,Whitefield,3,1730.0,3.0,125.0
7761,Whitefield,1,877.0,1.0,59.0
7765,Yelachenahalli,3,1464.0,2.0,105.0
7766,Yelachenahalli,2,2400.0,1.0,150.0
7767,Yelachenahalli,3,1700.0,3.0,130.0
7768,Yelachenahalli,2,1080.0,2.0,55.0
7769,Yelachenahalli,2,1400.0,2.0,78.0
7770,Yelachenahalli,3,1330.0,3.0,73.5
7771,Yelachenahalli,2,800.0,1.0,30.0
7772,Yelachenahalli,2,1100.0,2.0,60.0
7773,Yelachenahalli,3,1365.0,2.0,72.0
7774,Yelachenahalli,2,1103.0,2.0,55.0
7775,Yelachenahalli,2,1000.0,2.0,50.0
7777,Yelahanka,2,1326.0,2.0,78.0
7784,Yelahanka,3,1705.0,3.0,95.0
7785,Yelahanka,2,1234.0,2.0,80.0
7786,Yelahanka,2,1315.0,2.0,85.0
7787,Yelahanka,2,1170.0,2.0,62.5
7789,Yelahanka,1,697.0,1.0,45.0
7792,Yelahanka,3,2195.0,4.0,127.0
7794,Yelahanka,3,1614.0,3.0,95.0
7796,Yelahanka,1,628.0,1.0,24.0
7799,Yelahanka,1,654.0,1.0,38.4
7807,Yelahanka,3,1825.0,3.0,105.0
7808,Yelahanka,3,1603.0,3.0,96.0
7809,Yelahanka,2,1304.0,2.0,79.0
7815,Yelahanka,3,1517.0,3.0,76.3
7819,Yelahanka,2,1327.0,2.0,85.0
7822,Yelahanka,3,1566.0,3.0,97.0
7824,Yelahanka,2,1270.0,2.0,78.0
7825,Yelahanka,3,1400.0,2.0,80.54
7827,Yelahanka,2,1322.0,2.0,86.0
7828,Yelahanka,2,1100.0,2.0,70.0
7829,Yelahanka,2,1200.0,2.0,70.0
7831,Yelahanka,5,4000.0,5.0,220.0
7832,Yelahanka,4,2675.0,4.0,140.0
7834,Yelahanka,1,654.0,1.0,37.0
7835,Yelahanka,3,1465.0,3.0,80.01
7839,Yelahanka,3,1692.0,3.0,83.0
7844,Yelahanka,3,2145.0,3.0,125.0
7846,Yelahanka,2,1322.0,2.0,75.0
7849,Yelahanka,1,602.0,1.0,26.0
7850,Yelahanka,2,1100.0,2.0,60.0
7851,Yelahanka,3,1614.0,2.0,100.0
7852,Yelahanka,3,1890.0,3.0,108.0
7853,Yelahanka,3,1556.0,3.0,86.0
7854,Yelahanka,3,1610.0,4.0,85.0
7860,Yelahanka,3,1859.0,3.0,108.0
7862,Yelahanka,2,1322.0,2.0,80.0
7865,Yelahanka,4,2600.0,4.0,175.0
7866,Yelahanka,2,1305.0,2.0,78.0
7868,Yelahanka,3,1711.0,3.0,85.61
7869,Yelahanka,2,1315.0,2.0,75.0
7870,Yelahanka,6,3600.0,6.0,200.0
7872,Yelahanka,3,1614.0,3.0,95.0
7873,Yelahanka,3,1650.0,3.0,105.0
7878,Yelahanka,4,3990.0,4.0,260.0
7879,Yelahanka,3,1620.0,3.0,90.0
7880,Yelahanka,1,654.0,1.0,36.25
7881,Yelahanka,3,1614.0,3.0,93.0
7882,Yelahanka,1,694.0,1.0,30.84
7883,Yelahanka,2,1115.0,2.0,60.0
7884,Yelahanka,3,2317.0,4.0,140.0
7885,Yelahanka,3,1653.0,3.0,93.0
7886,Yelahanka,1,654.0,1.0,38.0
7888,Yelahanka,2,1445.0,2.0,82.0
7890,Yelahanka,1,602.0,1.0,38.0
7891,Yelahanka,1,697.0,1.0,35.0
7893,Yelahanka,1,682.0,1.0,36.23
7895,Yelahanka,3,1560.0,2.0,98.0
7896,Yelahanka,3,1780.0,3.0,107.0
7897,Yelahanka,3,1342.0,2.0,75.0
7898,Yelahanka,3,1823.0,3.0,103.0
7899,Yelahanka,3,1792.0,3.0,104.0
7900,Yelahanka,2,1304.0,2.0,69.97
7903,Yelahanka,2,1300.0,2.0,69.23
7904,Yelahanka,3,1705.0,3.0,91.0
7906,Yelahanka,3,1835.0,3.0,108.0
7907,Yelahanka,3,1847.0,3.0,92.0
7909,Yelahanka,3,1890.0,3.0,109.0
7910,Yelahanka,1,700.0,1.0,38.0
7911,Yelahanka,3,1491.0,3.0,85.0
7912,Yelahanka,4,2088.0,5.0,110.0
7915,Yelahanka,4,3019.0,6.0,190.0
7917,Yelahanka,3,1600.0,3.0,100.0
7921,Yelahanka,3,1705.0,3.0,85.0
7922,Yelahanka,3,1350.0,2.0,85.0
7923,Yelahanka,3,1633.0,3.0,110.0
7924,Yelahanka,1,827.5,1.0,42.535
7926,Yelahanka,3,1355.0,2.0,75.0
7929,Yelahanka,2,1104.0,2.0,58.0
7931,Yelahanka,2,1175.0,2.0,67.77
7932,Yelahanka,2,1322.0,2.0,77.9
7933,Yelahanka,1,602.0,1.0,33.0
7934,Yelahanka,2,1315.0,2.0,77.0
7937,Yelahanka,1,567.0,1.0,25.0
7939,Yelahanka,1,602.0,2.0,30.0
7941,Yelahanka,2,1234.0,2.0,80.0
7944,Yelahanka,2,1267.0,3.0,78.0
7945,Yelahanka,2,1360.0,2.0,78.19
7947,Yelahanka New Town,1,650.0,1.0,33.0
7948,Yelahanka New Town,1,500.0,1.0,20.0
7949,Yelahanka New Town,1,440.0,1.0,16.5
7950,Yelahanka New Town,3,1610.0,3.0,92.0
7951,Yelahanka New Town,3,1700.0,3.0,90.0
7952,Yelahanka New Town,1,650.0,1.0,20.0
7953,Yelahanka New Town,1,350.0,1.0,13.5
7955,Yelahanka New Town,2,1385.0,2.0,65.0
7956,Yelahanka New Town,1,500.0,2.0,24.0
7957,Yelahanka New Town,1,650.0,1.0,17.0
7958,Yelahanka New Town,1,450.0,1.0,16.0
7960,Yelahanka New Town,2,960.0,2.0,50.0
7962,Yelahanka New Town,3,1209.0,2.0,65.0
7963,Yelahanka New Town,3,1400.0,2.0,80.0
7964,Yelahanka New Town,1,450.0,1.0,15.0
7965,Yelahanka New Town,1,500.0,1.0,18.0
7966,Yelahanka New Town,3,1420.0,2.0,75.0
7968,Yelahanka New Town,2,2200.0,2.0,180.0
7969,Yelahanka New Town,1,488.0,1.0,20.0
7970,Yelahanka New Town,2,1100.0,2.0,58.0
7973,Yelahanka New Town,2,1000.0,2.0,44.0
7974,Yelahanka New Town,1,650.0,1.0,18.0
7976,Yelahanka New Town,3,1740.0,3.0,150.0
7977,Yelahanka New Town,2,1290.0,2.0,70.0
7979,Yelenahalli,2,1240.0,2.0,47.12
7980,Yelenahalli,2,1200.0,2.0,46.17
7982,Yelenahalli,2,1260.0,2.0,47.88
7984,Yelenahalli,2,1175.0,2.0,50.0
7985,Yelenahalli,3,1650.0,3.0,68.0
7986,Yelenahalli,2,1200.0,2.0,45.6
7987,Yelenahalli,2,1200.0,2.0,46.17
7988,Yelenahalli,2,1160.0,2.0,44.08
7990,Yeshwanthpur,3,1693.0,3.0,108.0
7991,Yeshwanthpur,1,667.0,1.0,36.85
7992,Yeshwanthpur,4,1950.0,4.0,130.0
7994,Yeshwanthpur,1,665.0,1.0,36.85
7998,Yeshwanthpur,1,671.0,1.0,36.85
7999,Yeshwanthpur,2,1277.5,2.0,95.815
8000,Yeshwanthpur,1,668.0,1.0,36.85
8001,Yeshwanthpur,2,1185.0,2.0,75.84
8002,Yeshwanthpur,2,1195.0,2.0,100.0
8003,Yeshwanthpur,3,1313.0,3.0,96.0
8004,Yeshwanthpur,2,1400.0,2.0,100.0
8007,Yeshwanthpur,1,673.0,1.0,36.85
8008,Yeshwanthpur,2,717.0,2.0,49.475
8011,Yeshwanthpur,1,605.0,1.0,41.745
8013,Yeshwanthpur,1,669.0,1.0,36.85
8015,Yeshwanthpur,3,3027.0,4.0,260.0
8018,Yeshwanthpur,1,670.0,1.0,36.85
8021,Yeshwanthpur,2,1240.0,2.0,80.0
8022,Yeshwanthpur,3,1713.0,3.0,110.0
8023,Yeshwanthpur,2,1144.0,2.0,67.0
8024,Yeshwanthpur,2,1541.0,2.0,130.0
8026,Yeshwanthpur,2,1362.0,2.0,100.0
8027,Yeshwanthpur,1,666.0,1.0,36.8
8028,Yeshwanthpur,3,1855.0,3.0,140.0
8030,Yeshwanthpur,2,1165.0,2.0,85.0
8033,Yeshwanthpur,3,1825.0,3.0,145.0
8035,Yeshwanthpur,1,994.0,2.0,54.67
8036,Yeshwanthpur,1,650.0,1.0,40.0
8037,Yeshwanthpur,3,1855.0,3.0,140.0
8038,Yeshwanthpur,3,1500.0,3.0,100.0
8043,Yeshwanthpur,1,674.0,1.0,36.85
8045,Yeshwanthpur,1,672.0,1.0,36.85
8048,Yeshwanthpur,2,1195.0,2.0,100.0
8049,Yeshwanthpur,3,1692.0,3.0,108.0
8051,Yeshwanthpur,6,2500.0,5.0,185.0
8056,Yeshwanthpur,3,1855.0,3.0,135.0
8057,Yeshwanthpur,3,1876.0,3.0,160.0
8059,other,3,2770.0,4.0,290.0
8061,other,1,510.0,1.0,25.25
8065,other,2,1500.0,2.0,185.0
8066,other,2,840.0,2.0,45.0
8067,other,3,4395.0,3.0,240.0
8068,other,3,2511.0,3.0,205.0
8069,other,3,1660.0,2.0,105.0
8071,other,2,1200.0,2.0,65.0
8072,other,3,1200.0,3.0,90.0
8076,other,2,782.0,2.0,55.68
8077,other,3,1800.0,3.0,120.0
8078,other,3,1413.0,2.0,75.0
8079,other,2,945.0,2.0,54.0
8080,other,3,1870.0,3.0,110.0
8081,other,3,1260.0,2.0,85.05
8083,other,3,2795.0,4.0,235.0
8085,other,3,1904.0,3.0,150.0
8086,other,3,2000.0,3.0,175.0
8089,other,3,1500.0,3.0,100.0
8091,other,3,1783.0,3.0,115.0
8092,other,3,912.0,2.0,70.0
8095,other,3,1580.0,3.0,100.0
8096,other,3,1415.0,3.0,78.0
8098,other,3,2405.0,4.0,260.0
8099,other,2,1500.0,2.0,115.0
8104,other,2,1060.0,2.0,60.0
8105,other,8,2600.0,8.0,180.0
8107,other,2,1285.0,2.0,72.5
8108,other,3,4050.0,3.0,280.0
8111,other,2,1280.0,2.0,69.0
8112,other,3,3045.0,3.0,170.0
8115,other,2,900.0,2.0,110.0
8120,other,3,1560.0,3.0,115.0
8123,other,4,1200.0,4.0,165.0
8125,other,3,1645.0,3.0,95.0
8126,other,2,1200.0,2.0,79.0
8128,other,3,1350.0,2.0,140.0
8129,other,3,1800.0,3.0,150.0
8131,other,3,1762.0,3.0,125.0
8133,other,3,1200.0,3.0,90.0
8134,other,3,2023.71,3.0,275.0
8140,other,3,2150.0,4.0,240.0
8143,other,4,3309.0,4.0,325.0
8144,other,11,5000.0,9.0,360.0
8146,other,2,1150.0,2.0,126.0
8149,other,2,1200.0,2.0,74.0
8152,other,3,1753.0,3.0,120.0
8153,other,2,1000.0,2.0,53.0
8154,other,2,720.0,2.0,45.0
8157,other,4,1200.0,3.0,165.0
8158,other,1,700.0,1.0,41.0
8160,other,3,1595.0,3.0,115.0
8161,other,2,1353.0,2.0,110.0
8162,other,1,1200.0,2.0,85.0
8165,other,3,1325.0,2.0,90.0
8168,other,2,1056.0,2.0,80.0
8171,other,3,1544.0,3.0,120.0
8172,other,2,1200.0,2.0,65.0
8173,other,1,540.0,1.0,36.0
8174,other,3,1578.0,3.0,180.0
8176,other,2,1600.0,2.0,115.0
8177,other,1,416.0,1.0,18.5
8180,other,1,834.0,1.0,60.0
8181,other,3,1125.0,4.0,70.0
8182,other,4,3000.0,5.0,260.0
8183,other,6,2160.0,5.0,250.0
8185,other,1,469.0,1.0,25.0
8190,other,2,1630.0,2.0,200.0
8192,other,3,1200.0,2.0,70.0
8193,other,3,1350.0,3.0,77.0
8194,other,4,4046.0,4.0,445.0
8195,other,3,1180.0,2.0,78.34
8196,other,2,1355.0,2.0,115.0
8197,other,1,600.0,1.0,50.0
8198,other,3,1875.0,3.0,165.0
8199,other,2,600.0,2.0,55.0
8202,other,3,1750.0,3.0,120.0
8205,other,3,1092.0,2.0,98.5
8211,other,1,425.0,1.0,20.03
8213,other,1,600.0,1.0,60.0
8214,other,2,1468.0,2.0,140.0
8215,other,4,4300.0,5.0,550.0
8217,other,2,775.0,2.0,55.0
8219,other,1,445.0,1.0,28.0
8221,other,3,1352.0,3.0,135.0
